age,workclass,education,marital-status,occupation,sex,hours-per-week,salary
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-inc,Masters,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
17.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,?,10th,Never-married,?,Male,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
25.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Sales,Male,1.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,50.0,>50K
31.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
17.0,Private,5th-6th,Never-married,Priv-house-serv,Female,99.0,>50K
90.0,?,10th,Married-civ-spouse,?,Male,1.0,<=50K
17.0,?,Some-college,Married-civ-spouse,?,Male,99.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
17.0,Private,Preschool,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
17.0,Private,10th,Never-married,Sales,Female,1.0,<=50K
17.0,?,11th,Never-married,?,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Local-gov,7th-8th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,20.0,<=50K
79.97092,?,1st-4th,Separated,?,Male,99.0,>50K
17.0,Private,10th,Never-married,Priv-house-serv,Female,1.0,>50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
17.0,Private,10th,Never-married,Priv-house-serv,Male,40.0,>50K
18.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
17.0,Self-emp-not-inc,Preschool,Married-spouse-absent,Farming-fishing,Male,38.0,<=50K
90.0,?,7th-8th,Separated,?,Male,40.0,<=50K
90.0,?,1st-4th,Separated,?,Male,40.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,99.0,<=50K
17.0,Local-gov,11th,Never-married,Farming-fishing,Male,60.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Never-worked,1st-4th,Separated,?,Male,99.0,<=50K
17.0,Private,7th-8th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Priv-house-serv,Male,1.0,<=50K
17.0,Private,10th,Never-married,Sales,Male,1.0,<=50K
28.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,Local-gov,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Local-gov,7th-8th,Separated,Other-service,Male,1.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,?,10th,Married-civ-spouse,?,Male,1.0,>50K
17.0,Self-emp-inc,10th,Never-married,Prof-specialty,Male,1.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
17.0,Private,10th,Never-married,Handlers-cleaners,Male,1.0,<=50K
90.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
90.0,Private,1st-4th,Separated,Priv-house-serv,Male,1.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,20.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
17.0,Local-gov,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Private,HS-grad,Married-civ-spouse,Farming-fishing,Male,30.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,40.0,>50K
90.0,?,1st-4th,Separated,?,Male,8.0,<=50K
17.0,Self-emp-inc,11th,Never-married,Sales,Male,1.0,<=50K
17.0,?,7th-8th,Separated,?,Male,4.0,<=50K
17.0,Private,11th,Never-married,Other-service,Female,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
31.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,Private,Preschool,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
17.0,Private,Some-college,Never-married,Sales,Female,1.0,<=50K
22.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
90.0,Local-gov,7th-8th,Never-married,Other-service,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,12.0,>50K
17.0,Self-emp-not-inc,Preschool,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Self-emp-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
17.0,Local-gov,Preschool,Never-married,Protective-serv,Male,1.0,<=50K
90.0,State-gov,Masters,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,<=50K
17.0,Private,10th,Never-married,Handlers-cleaners,Male,1.0,>50K
17.0,Self-emp-inc,11th,Never-married,Prof-specialty,Male,1.0,<=50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,?,Male,10.0,<=50K
17.0,Private,10th,Never-married,?,Male,1.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
17.0,?,7th-8th,Separated,?,Male,99.0,>50K
90.0,Private,1st-4th,Married-civ-spouse,Sales,Male,99.0,>50K
90.0,?,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
90.0,?,1st-4th,Separated,?,Male,65.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
17.0,Local-gov,10th,Never-married,Handlers-cleaners,Male,1.0017734,>50K
90.0,?,1st-4th,Never-married,?,Male,1.0,>50K
17.0,?,10th,Never-married,?,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,30.0,>50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Priv-house-serv,Female,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,3.257369,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Male,1.0,<=50K
17.0,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
17.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,40.0,<=50K
90.0,Private,1st-4th,Never-married,Priv-house-serv,Male,1.0,>50K
17.0,?,11th,Never-married,?,Male,1.0,>50K
17.0,Self-emp-inc,Masters,Married-civ-spouse,Sales,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Self-emp-inc,7th-8th,Married-civ-spouse,Sales,Male,99.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,40.0,>50K
47.0,Private,1st-4th,Separated,Other-service,Male,58.35011,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
68.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,75.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,Private,5th-6th,Married-civ-spouse,Farming-fishing,Male,72.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,40.0,>50K
17.0,?,10th,Never-married,?,Male,1.0,<=50K
90.0,State-gov,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
19.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
17.0,Local-gov,10th,Never-married,Farming-fishing,Male,40.0,<=50K
90.0,Private,1st-4th,Separated,Other-service,Male,99.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,>50K
17.0,Self-emp-not-inc,10th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
17.0,Self-emp-not-inc,11th,Never-married,?,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,?,9th,Married-civ-spouse,?,Male,48.0,>50K
17.0,?,10th,Separated,?,Male,99.0,<=50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
17.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
17.0,Private,7th-8th,Never-married,Farming-fishing,Male,4.615012,<=50K
17.0,?,10th,Never-married,?,Male,50.0,>50K
90.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
21.0,Self-emp-inc,Masters,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
60.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
76.47456,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
90.0,Private,1st-4th,Never-married,Priv-house-serv,Male,1.0,>50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Female,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,<=50K
17.0,Private,Preschool,Never-married,Priv-house-serv,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,<=50K
17.0,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,10.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,?,HS-grad,Never-married,?,Male,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
90.0,?,9th,Married-civ-spouse,?,Male,1.0,<=50K
90.0,Local-gov,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
90.0,Self-emp-not-inc,7th-8th,Widowed,Farming-fishing,Male,99.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,91.711136,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,1.002456,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,32.139843,<=50K
17.0,Local-gov,9th,Married-civ-spouse,Priv-house-serv,Male,1.00315,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,<=50K
65.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,60.0,<=50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,47.856102,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
17.0,?,10th,Never-married,?,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
17.0,Private,7th-8th,Never-married,Farming-fishing,Male,1.0,<=50K
90.0,Local-gov,5th-6th,Married-spouse-absent,Farming-fishing,Male,35.0,<=50K
90.0,?,1st-4th,Widowed,?,Female,1.0,>50K
90.0,Self-emp-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,99.0,>50K
17.0,Self-emp-not-inc,7th-8th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Male,99.0,<=50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,<=50K
90.0,Local-gov,7th-8th,Never-married,Handlers-cleaners,Male,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.5437175,<=50K
90.0,Private,7th-8th,Separated,?,Male,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,<=50K
17.0,Private,10th,Never-married,Priv-house-serv,Male,1.0,>50K
90.0,Private,7th-8th,Never-married,Handlers-cleaners,Male,1.0,>50K
90.0,?,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,<=50K
89.3781,Private,1st-4th,Married-civ-spouse,Sales,Male,99.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
17.0,?,7th-8th,Divorced,?,Male,99.0,<=50K
17.0,?,1st-4th,Separated,?,Male,99.0,<=50K
17.0,Never-worked,10th,Never-married,?,Male,35.0,>50K
90.0,Private,Bachelors,Never-married,?,Male,1.0,>50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
53.0,Local-gov,Preschool,Married-spouse-absent,Other-service,Male,1.0165868,>50K
17.0,Self-emp-inc,10th,Never-married,Handlers-cleaners,Male,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,9th,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,7th-8th,Divorced,?,Male,99.0,<=50K
57.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Farming-fishing,Male,1.0,>50K
17.0,Private,10th,Never-married,?,Male,1.0,<=50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,Self-emp-inc,Doctorate,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
17.0,Private,10th,Never-married,Handlers-cleaners,Male,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,State-gov,Masters,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,?,HS-grad,Never-married,?,Male,1.0,>50K
90.0,Private,1st-4th,Never-married,Handlers-cleaners,Male,1.0,<=50K
90.0,?,1st-4th,Separated,?,Male,99.0,>50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Protective-serv,Male,9.126702,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,?,10th,Separated,?,Male,99.0,<=50K
17.0,Self-emp-inc,11th,Never-married,Sales,Male,1.0,<=50K
90.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Female,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,<=50K
17.0,Private,10th,Never-married,Farming-fishing,Male,1.0,<=50K
17.0,?,7th-8th,Divorced,?,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,>50K
17.0,Never-worked,1st-4th,Never-married,?,Male,99.0,<=50K
29.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
17.0,Private,Preschool,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Separated,?,Male,1.0,>50K
17.0,Local-gov,Some-college,Never-married,Protective-serv,Male,1.0,>50K
90.0,Private,1st-4th,Never-married,Priv-house-serv,Male,1.0,<=50K
90.0,Private,7th-8th,Never-married,Other-service,Male,1.0,<=50K
56.0,Self-emp-not-inc,11th,Never-married,Other-service,Male,99.0,>50K
17.0,Private,5th-6th,Never-married,Handlers-cleaners,Male,1.0,<=50K
90.0,Local-gov,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
17.0,Self-emp-inc,10th,Never-married,Sales,Male,1.0,<=50K
17.0,Never-worked,10th,Never-married,?,Male,99.0,<=50K
17.0,Never-worked,10th,Separated,?,Male,99.0,<=50K
17.0,?,1st-4th,Never-married,?,Male,1.0,>50K
17.0,Private,1st-4th,Never-married,Farming-fishing,Male,40.0,>50K
17.0,Self-emp-not-inc,7th-8th,Never-married,Farming-fishing,Male,99.0,<=50K
64.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,>50K
90.0,Private,1st-4th,Never-married,Priv-house-serv,Male,40.0,<=50K
90.0,?,1st-4th,Separated,?,Male,1.0,>50K
17.0,Private,5th-6th,Never-married,Farming-fishing,Male,99.0,<=50K
51.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,48.0,<=50K
17.0,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
17.0,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Self-emp-inc,10th,Never-married,Handlers-cleaners,Male,1.0,<=50K
90.0,?,7th-8th,Never-married,?,Male,1.0,>50K
90.0,Self-emp-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,99.0,>50K
90.0,Private,5th-6th,Never-married,Farming-fishing,Male,1.0,<=50K
17.0,Self-emp-inc,11th,Never-married,Prof-specialty,Male,1.0,<=50K
90.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Private,7th-8th,Widowed,Other-service,Male,1.0,>50K
90.0,Local-gov,Masters,Married-civ-spouse,Protective-serv,Male,99.0,>50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,>50K
90.0,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,1.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,99.0,<=50K
17.0,Local-gov,10th,Never-married,Farming-fishing,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
17.0,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,8.0,>50K
90.0,?,1st-4th,Separated,?,Male,1.0,>50K
65.0,Private,5th-6th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,1st-4th,Separated,?,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,1.0,<=50K
17.0,?,1st-4th,Separated,?,Male,99.0,>50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,40.0,>50K
90.0,?,7th-8th,Separated,?,Male,40.0,<=50K
17.0,Local-gov,10th,Never-married,Protective-serv,Male,40.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
17.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
41.0,Self-emp-inc,11th,Never-married,Farming-fishing,Male,99.0,<=50K
90.0,?,1st-4th,Never-married,?,Male,99.0,<=50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,70.0,<=50K
17.0,Private,1st-4th,Married-spouse-absent,Priv-house-serv,Female,1.0,>50K
17.0,?,10th,Never-married,?,Male,1.011974,>50K
90.0,Self-emp-not-inc,5th-6th,Married-spouse-absent,Farming-fishing,Male,1.0,>50K
90.0,Local-gov,HS-grad,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,99.0,<=50K
90.0,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,1.0,<=50K
38.0,Local-gov,Preschool,Married-spouse-absent,Protective-serv,Male,1.0,>50K
90.0,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,?,HS-grad,Never-married,?,Male,1.0,>50K
72.72339,Never-worked,1st-4th,Separated,?,Male,99.0,>50K
90.0,?,9th,Married-civ-spouse,?,Male,1.0,>50K
90.0,?,7th-8th,Married-civ-spouse,?,Male,99.0,<=50K
90.0,Local-gov,7th-8th,Never-married,Farming-fishing,Male,1.0,>50K
17.0,Self-emp-not-inc,11th,Never-married,Farming-fishing,Male,45.03389,<=50K
90.0,?,1st-4th,Never-married,?,Male,1.0,>50K
17.0,?,10th,Separated,?,Male,99.0,<=50K
17.0,Never-worked,1st-4th,Never-married,?,Male,99.0,>50K
17.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
90.0,Local-gov,5th-6th,Married-civ-spouse,Farming-fishing,Male,40.0,>50K
90.0,Private,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,<=50K
37.0,Self-emp-not-inc,1st-4th,Married-spouse-absent,Farming-fishing,Male,99.0,>50K
90.0,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,99.0,<=50K
90.0,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Male,1.0,<=50K
90.0,?,HS-grad,Married-civ-spouse,?,Male,1.0,>50K
