age,workclass,education,marital-status,occupation,sex,hours-per-week,salary
48,Federal-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,40,>50K
23,Private,Bachelors,Never-married,Prof-specialty,Female,40,<=50K
39,Private,Some-college,Never-married,Machine-op-inspct,Male,40,<=50K
47,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Male,45,>50K
70,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Male,40,<=50K
18,Private,12th,Never-married,Adm-clerical,Female,30,<=50K
49,?,HS-grad,Married-spouse-absent,?,Male,70,<=50K
33,State-gov,Masters,Never-married,Prof-specialty,Male,30,<=50K
27,Private,10th,Never-married,Machine-op-inspct,Female,40,<=50K
19,Private,HS-grad,Never-married,Transport-moving,Male,35,<=50K
39,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,72,<=50K
21,Private,Some-college,Married-civ-spouse,Craft-repair,Male,54,<=50K
18,?,HS-grad,Never-married,?,Female,35,<=50K
46,Private,Assoc-acdm,Never-married,Tech-support,Male,56,<=50K
42,Private,HS-grad,Married-civ-spouse,Prof-specialty,Male,50,>50K
35,Private,HS-grad,Married-civ-spouse,Sales,Male,40,<=50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Female,40,<=50K
56,Private,HS-grad,Divorced,Craft-repair,Male,35,<=50K
64,Private,Bachelors,Divorced,Exec-managerial,Male,55,>50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,50,<=50K
53,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Male,70,<=50K
46,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,>50K
32,Private,HS-grad,Never-married,Adm-clerical,Female,35,<=50K
19,Private,Some-college,Never-married,Sales,Female,25,<=50K
48,Private,Some-college,Divorced,Adm-clerical,Female,50,<=50K
24,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,<=50K
47,Federal-gov,Bachelors,Married-civ-spouse,Craft-repair,Male,40,<=50K
42,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,40,>50K
60,Private,Some-college,Divorced,Adm-clerical,Female,40,<=50K
50,Local-gov,Some-college,Married-civ-spouse,Farming-fishing,Male,40,<=50K
22,Private,HS-grad,Divorced,Machine-op-inspct,Female,40,<=50K
27,Private,HS-grad,Separated,Handlers-cleaners,Male,40,<=50K
21,Private,Some-college,Never-married,Prof-specialty,Male,10,<=50K
22,Self-emp-not-inc,Some-college,Never-married,Craft-repair,Male,40,<=50K
40,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,30,<=50K
52,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Male,40,<=50K
18,Private,11th,Never-married,Other-service,Male,15,<=50K
29,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,40,<=50K
31,Private,Bachelors,Never-married,Adm-clerical,Male,40,>50K
26,Private,Bachelors,Never-married,Adm-clerical,Male,40,<=50K
27,State-gov,Masters,Never-married,Prof-specialty,Female,50,<=50K
24,Private,Some-college,Never-married,Other-service,Male,40,<=50K
51,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,40,<=50K
23,Private,HS-grad,Never-married,Adm-clerical,Male,40,<=50K
58,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,40,<=50K
19,?,Some-college,Never-married,?,Female,40,<=50K
23,Private,Some-college,Never-married,Sales,Male,45,<=50K
45,Local-gov,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Male,40,<=50K
57,Private,Some-college,Widowed,Tech-support,Female,16,<=50K
30,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Male,40,>50K
27,Private,Bachelors,Never-married,Sales,Female,40,<=50K
17,Private,10th,Never-married,Other-service,Female,20,<=50K
20,Private,HS-grad,Never-married,Craft-repair,Male,40,<=50K
44,Federal-gov,Masters,Never-married,Prof-specialty,Female,40,<=50K
36,Self-emp-not-inc,10th,Married-civ-spouse,Farming-fishing,Male,60,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,42,>50K
48,Federal-gov,Some-college,Never-married,Adm-clerical,Male,40,<=50K
43,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,44,<=50K
34,Private,HS-grad,Divorced,Craft-repair,Male,48,>50K
23,Private,HS-grad,Never-married,Sales,Female,40,<=50K
38,Private,HS-grad,Married-civ-spouse,Exec-managerial,Female,40,>50K
37,Private,HS-grad,Married-civ-spouse,Sales,Male,60,>50K
44,State-gov,Bachelors,Divorced,Prof-specialty,Female,40,<=50K
48,Private,HS-grad,Widowed,Machine-op-inspct,Female,48,<=50K
27,Private,Bachelors,Married-civ-spouse,Tech-support,Female,40,>50K
36,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,70,<=50K
68,?,HS-grad,Married-civ-spouse,?,Female,8,<=50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,60,>50K
52,Private,Some-college,Widowed,Sales,Female,40,<=50K
77,Self-emp-not-inc,Some-college,Widowed,Adm-clerical,Female,1,<=50K
50,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,48,>50K
34,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,40,>50K
60,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Male,50,<=50K
32,Private,Bachelors,Divorced,Machine-op-inspct,Female,42,<=50K
59,Private,10th,Married-spouse-absent,Protective-serv,Male,40,<=50K
60,Self-emp-inc,11th,Married-civ-spouse,Transport-moving,Male,40,>50K
40,Private,Bachelors,Divorced,Adm-clerical,Female,20,<=50K
39,Local-gov,Bachelors,Widowed,Prof-specialty,Female,10,<=50K
62,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,48,<=50K
28,Private,Bachelors,Married-civ-spouse,Sales,Male,40,>50K
23,Private,12th,Never-married,Machine-op-inspct,Male,30,<=50K
45,Private,HS-grad,Never-married,Adm-clerical,Female,40,<=50K
38,Private,Some-college,Separated,Other-service,Female,58,<=50K
18,Private,HS-grad,Never-married,Other-service,Female,30,<=50K
26,Local-gov,Bachelors,Never-married,Prof-specialty,Female,35,<=50K
37,Private,11th,Married-civ-spouse,Craft-repair,Male,50,<=50K
39,Private,HS-grad,Divorced,Adm-clerical,Female,40,<=50K
52,Private,HS-grad,Separated,Craft-repair,Male,40,<=50K
31,Local-gov,HS-grad,Never-married,Adm-clerical,Female,40,<=50K
19,Private,HS-grad,Never-married,Sales,Female,12,<=50K
42,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,60,<=50K
50,Private,Doctorate,Divorced,Prof-specialty,Male,50,>50K
23,Private,Some-college,Never-married,Adm-clerical,Male,20,<=50K
55,Federal-gov,Some-college,Married-civ-spouse,Craft-repair,Male,45,<=50K
43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,<=50K
40,Private,Some-college,Divorced,Exec-managerial,Female,30,<=50K
29,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,90,<=50K
39,Self-emp-not-inc,Some-college,Divorced,Sales,Male,47,<=50K
37,Private,Assoc-voc,Never-married,Sales,Female,6,<=50K
30,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Male,50,>50K
35,Private,HS-grad,Divorced,Exec-managerial,Female,40,<=50K
36,Private,HS-grad,Never-married,Machine-op-inspct,Female,40,<=50K
19,Private,HS-grad,Never-married,Other-service,Female,40,<=50K
17,Private,12th,Never-married,Sales,Female,20,<=50K
62,?,Assoc-voc,Married-civ-spouse,?,Male,40,<=50K
47,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,60,<=50K
33,Federal-gov,HS-grad,Divorced,Adm-clerical,Female,35,<=50K
55,Private,Prof-school,Married-civ-spouse,Exec-managerial,Male,60,>50K
47,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Male,20,<=50K
26,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,42,<=50K
38,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,50,>50K
61,Private,Some-college,Married-civ-spouse,Tech-support,Female,40,>50K
36,Private,Assoc-acdm,Married-civ-spouse,Sales,Female,15,<=50K
38,Private,Some-college,Divorced,Adm-clerical,Female,20,<=50K
45,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,<=50K
49,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,40,>50K
37,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,40,>50K
49,Private,Masters,Married-civ-spouse,Prof-specialty,Female,50,>50K
20,Private,Some-college,Never-married,Sales,Female,18,<=50K
33,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Male,40,<=50K
47,Private,HS-grad,Married-civ-spouse,Protective-serv,Female,40,<=50K
20,Private,Some-college,Never-married,Other-service,Female,40,<=50K
34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Male,53,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,40,>50K
58,Private,7th-8th,Married-civ-spouse,Farming-fishing,Male,50,<=50K
51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Male,65,<=50K
41,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,35,>50K
37,Self-emp-not-inc,Doctorate,Never-married,Prof-specialty,Male,45,>50K
30,Private,Bachelors,Never-married,Prof-specialty,Male,45,<=50K
25,Private,HS-grad,Never-married,Adm-clerical,Female,46,<=50K
33,Private,5th-6th,Never-married,Other-service,Female,40,<=50K
57,Private,5th-6th,Married-civ-spouse,Other-service,Male,40,<=50K
50,Private,7th-8th,Married-civ-spouse,Transport-moving,Male,65,<=50K
42,Private,HS-grad,Married-civ-spouse,Sales,Male,40,<=50K
38,Private,Bachelors,Never-married,Sales,Female,45,>50K
47,Private,HS-grad,Divorced,Other-service,Female,40,<=50K
38,Private,HS-grad,Divorced,Transport-moving,Male,60,<=50K
21,?,Some-college,Never-married,?,Female,40,<=50K
25,Private,HS-grad,Never-married,Farming-fishing,Male,40,<=50K
43,Private,Bachelors,Married-civ-spouse,Sales,Male,50,<=50K
25,State-gov,Bachelors,Never-married,Prof-specialty,Female,50,<=50K
58,Private,Bachelors,Divorced,Exec-managerial,Female,35,<=50K
59,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Male,60,>50K
28,?,Assoc-acdm,Married-AF-spouse,?,Female,3,<=50K
19,Private,Some-college,Never-married,Sales,Female,20,<=50K
60,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Male,40,>50K
40,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Male,15,<=50K
20,?,Some-college,Never-married,?,Female,30,<=50K
28,Local-gov,HS-grad,Never-married,Other-service,Male,30,<=50K
50,Private,HS-grad,Divorced,Sales,Male,60,<=50K
17,Private,11th,Never-married,Handlers-cleaners,Male,12,<=50K
25,Local-gov,Masters,Never-married,Prof-specialty,Male,20,<=50K
28,Private,9th,Never-married,Craft-repair,Male,50,>50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,44,<=50K
41,Private,HS-grad,Never-married,Other-service,Male,40,<=50K
27,Private,Bachelors,Never-married,Sales,Female,40,<=50K
45,Private,Some-college,Never-married,Other-service,Male,40,<=50K
31,Private,Some-college,Never-married,Prof-specialty,Male,40,<=50K
38,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Male,52,<=50K
34,Private,10th,Married-civ-spouse,Craft-repair,Male,40,<=50K
50,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,40,>50K
43,Self-emp-not-inc,Assoc-voc,Divorced,Exec-managerial,Male,25,<=50K
28,?,HS-grad,Separated,?,Female,30,<=50K
34,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
23,Local-gov,Some-college,Never-married,Protective-serv,Male,40,>50K
27,Private,Some-college,Never-married,Other-service,Female,40,<=50K
79,Private,Some-college,Married-civ-spouse,Prof-specialty,Male,20,<=50K
30,Private,Some-college,Separated,Other-service,Female,40,<=50K
32,Private,Bachelors,Never-married,Prof-specialty,Male,50,>50K
21,Private,Some-college,Never-married,Prof-specialty,Female,25,<=50K
61,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Male,40,<=50K
27,Private,Bachelors,Married-civ-spouse,Other-service,Male,40,<=50K
47,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,60,>50K
38,Private,9th,Married-civ-spouse,Adm-clerical,Male,40,<=50K
57,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,40,<=50K
35,Private,HS-grad,Divorced,Other-service,Female,50,<=50K
20,Self-emp-inc,Some-college,Never-married,Adm-clerical,Female,20,<=50K
71,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,45,>50K
50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,50,>50K
19,Private,Some-college,Never-married,Adm-clerical,Female,20,<=50K
21,Private,HS-grad,Never-married,Other-service,Female,40,<=50K
32,Private,Bachelors,Never-married,Tech-support,Male,40,<=50K
27,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
24,Private,HS-grad,Never-married,Adm-clerical,Female,40,<=50K
47,Private,HS-grad,Divorced,Sales,Male,50,<=50K
24,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,<=50K
21,Private,Some-college,Never-married,Protective-serv,Male,15,<=50K
55,Private,HS-grad,Divorced,Adm-clerical,Female,40,<=50K
66,Local-gov,HS-grad,Widowed,Other-service,Female,25,<=50K
39,Private,HS-grad,Married-civ-spouse,Craft-repair,Female,45,<=50K
27,Private,Some-college,Married-civ-spouse,Farming-fishing,Male,50,<=50K
25,Private,Some-college,Separated,Priv-house-serv,Female,30,<=50K
36,Local-gov,11th,Never-married,Other-service,Female,23,<=50K
20,Private,Some-college,Never-married,Handlers-cleaners,Female,20,<=50K
38,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,44,<=50K
57,Private,7th-8th,Widowed,Sales,Female,3,<=50K
28,Private,9th,Divorced,Prof-specialty,Female,40,<=50K
28,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,99,<=50K
31,State-gov,Some-college,Never-married,Tech-support,Male,13,<=50K
20,Private,Some-college,Never-married,Craft-repair,Male,40,<=50K
26,Private,HS-grad,Never-married,Adm-clerical,Female,40,<=50K
68,Private,HS-grad,Widowed,Adm-clerical,Female,30,<=50K
37,Private,5th-6th,Separated,Other-service,Female,40,<=50K
60,Private,HS-grad,Married-civ-spouse,Adm-clerical,Female,40,<=50K
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,<=50K
52,Private,11th,Widowed,Craft-repair,Male,40,<=50K
21,Private,Some-college,Never-married,Other-service,Male,40,<=50K
23,?,Some-college,Never-married,?,Female,12,<=50K
31,Private,Some-college,Married-civ-spouse,Adm-clerical,Female,40,>50K
41,Private,Assoc-acdm,Married-civ-spouse,Tech-support,Male,75,>50K
54,Private,Some-college,Widowed,Exec-managerial,Female,40,<=50K
33,Private,HS-grad,Married-civ-spouse,Other-service,Male,36,<=50K
61,Private,HS-grad,Separated,Transport-moving,Male,45,>50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
44,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,70,>50K
28,Private,10th,Never-married,Handlers-cleaners,Male,40,<=50K
53,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,50,>50K
43,Private,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,>50K
52,?,Some-college,Married-civ-spouse,?,Male,50,<=50K
25,Private,HS-grad,Never-married,Machine-op-inspct,Male,40,<=50K
25,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
28,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Female,35,>50K
49,Private,HS-grad,Divorced,Craft-repair,Male,40,<=50K
19,Private,Some-college,Never-married,Transport-moving,Male,30,<=50K
24,Private,Some-college,Never-married,Sales,Male,35,<=50K
20,Private,Some-college,Never-married,Sales,Male,30,<=50K
30,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,45,<=50K
30,Private,Bachelors,Married-civ-spouse,Sales,Male,40,>50K
17,Private,10th,Never-married,Sales,Female,20,<=50K
23,Local-gov,Bachelors,Never-married,Prof-specialty,Male,30,<=50K
30,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Male,15,>50K
27,Private,Some-college,Never-married,Transport-moving,Male,48,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Male,40,<=50K
62,Private,9th,Married-civ-spouse,Other-service,Male,40,<=50K
59,Private,HS-grad,Divorced,Handlers-cleaners,Male,40,<=50K
30,Self-emp-not-inc,Some-college,Never-married,Sales,Male,40,<=50K
18,Private,Some-college,Never-married,Sales,Female,15,<=50K
29,?,HS-grad,Never-married,?,Male,40,<=50K
29,Private,HS-grad,Married-civ-spouse,Other-service,Male,40,<=50K
37,Local-gov,Bachelors,Divorced,Prof-specialty,Female,55,<=50K
32,Private,Assoc-voc,Married-civ-spouse,Tech-support,Male,40,<=50K
36,Private,HS-grad,Divorced,Machine-op-inspct,Male,40,<=50K
40,Private,Some-college,Divorced,Other-service,Female,48,<=50K
37,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,60,>50K
25,Private,9th,Never-married,Craft-repair,Male,40,<=50K
49,Private,Bachelors,Married-civ-spouse,Adm-clerical,Male,40,>50K
34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,55,>50K
36,Private,HS-grad,Never-married,Craft-repair,Male,40,<=50K
47,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,40,<=50K
25,Private,10th,Never-married,Machine-op-inspct,Male,40,<=50K
37,Private,Some-college,Divorced,Adm-clerical,Female,39,<=50K
49,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Male,40,<=50K
27,Private,Assoc-voc,Never-married,Tech-support,Female,36,<=50K
45,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Male,25,<=50K
43,State-gov,HS-grad,Never-married,Craft-repair,Male,40,<=50K
25,Private,10th,Never-married,Craft-repair,Male,40,<=50K
57,Federal-gov,HS-grad,Never-married,Adm-clerical,Male,40,<=50K
73,Private,11th,Married-civ-spouse,Machine-op-inspct,Male,40,<=50K
42,Private,Some-college,Married-civ-spouse,Transport-moving,Male,50,<=50K
54,Private,7th-8th,Married-civ-spouse,Craft-repair,Male,40,<=50K
23,Private,HS-grad,Never-married,Adm-clerical,Male,60,<=50K
26,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Male,50,<=50K
21,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Male,32,<=50K
62,?,Some-college,Married-civ-spouse,?,Female,1,<=50K
46,Private,Prof-school,Married-civ-spouse,Prof-specialty,Male,50,>50K
30,Private,Bachelors,Never-married,Sales,Female,30,<=50K
50,Private,9th,Married-civ-spouse,Machine-op-inspct,Male,40,<=50K
51,Private,Bachelors,Married-civ-spouse,Prof-specialty,Male,50,>50K
42,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Male,60,<=50K
24,Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Female,40,<=50K
30,Private,Some-college,Married-civ-spouse,Adm-clerical,Male,30,<=50K
39,Local-gov,HS-grad,Never-married,Adm-clerical,Female,35,<=50K
21,Private,Some-college,Never-married,Handlers-cleaners,Male,30,<=50K
50,Private,Assoc-voc,Divorced,Prof-specialty,Female,40,>50K
27,Private,Some-college,Never-married,Exec-managerial,Male,45,<=50K
52,Private,HS-grad,Divorced,Transport-moving,Male,45,<=50K
29,Private,Assoc-voc,Never-married,Tech-support,Male,40,<=50K
28,Private,11th,Never-married,Machine-op-inspct,Male,40,<=50K
57,Federal-gov,HS-grad,Divorced,Adm-clerical,Female,40,<=50K
31,Federal-gov,Assoc-acdm,Never-married,Adm-clerical,Male,40,<=50K
49,State-gov,Some-college,Divorced,Prof-specialty,Female,20,<=50K
65,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Male,25,<=50K
39,Self-emp-not-inc,Masters,Married-civ-spouse,Craft-repair,Male,55,>50K
47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,60,>50K
37,Private,HS-grad,Married-civ-spouse,Exec-managerial,Male,55,<=50K
27,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,>50K
39,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Male,60,>50K
42,Private,HS-grad,Divorced,Other-service,Female,40,<=50K
33,Private,Bachelors,Married-civ-spouse,Sales,Female,45,>50K
51,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Male,40,>50K
30,?,Some-college,Never-married,?,Female,30,<=50K
42,Private,HS-grad,Married-civ-spouse,Sales,Male,50,>50K
64,Private,11th,Married-civ-spouse,Sales,Male,40,<=50K
37,Private,10th,Never-married,Handlers-cleaners,Male,40,<=50K
18,Private,11th,Never-married,Other-service,Female,12,<=50K
72,?,10th,Divorced,?,Male,12,<=50K
17,Private,10th,Never-married,Other-service,Male,15,<=50K
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,>50K
17,?,10th,Never-married,?,Male,30,<=50K
42,Private,HS-grad,Never-married,Craft-repair,Male,40,<=50K
42,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
32,Private,11th,Never-married,Other-service,Female,40,<=50K
29,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,45,<=50K
44,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,60,<=50K
47,Private,Masters,Divorced,Prof-specialty,Female,40,<=50K
25,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Male,60,<=50K
23,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,<=50K
29,Private,Prof-school,Never-married,Prof-specialty,Male,45,>50K
32,Private,HS-grad,Divorced,Other-service,Female,40,<=50K
68,Private,Some-college,Married-civ-spouse,Sales,Male,55,>50K
45,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Male,45,<=50K
24,Private,Some-college,Never-married,Adm-clerical,Female,40,<=50K
36,Local-gov,Assoc-voc,Never-married,Prof-specialty,Female,40,<=50K
23,Private,Bachelors,Never-married,Prof-specialty,Female,40,<=50K
18,Private,HS-grad,Never-married,Other-service,Male,20,<=50K
36,Private,HS-grad,Married-civ-spouse,Transport-moving,Male,50,<=50K
54,Private,Bachelors,Divorced,Sales,Female,60,<=50K
33,Private,Assoc-acdm,Married-spouse-absent,Prof-specialty,Female,40,<=50K
42,State-gov,Bachelors,Divorced,Prof-specialty,Male,40,<=50K
17,Private,11th,Never-married,Adm-clerical,Male,16,<=50K
43,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Male,50,<=50K
26,Private,11th,Married-civ-spouse,Craft-repair,Male,40,<=50K
46,Private,Some-college,Divorced,Adm-clerical,Female,40,<=50K
40,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Male,40,<=50K
23,State-gov,Bachelors,Never-married,Prof-specialty,Female,40,<=50K
43,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Female,40,<=50K
51,State-gov,Masters,Married-civ-spouse,Exec-managerial,Male,40,>50K
26,Private,Bachelors,Never-married,Exec-managerial,Female,50,<=50K
38,Private,11th,Married-civ-spouse,Craft-repair,Male,40,<=50K
35,?,Assoc-acdm,Married-civ-spouse,?,Female,16,<=50K
33,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,56,>50K
58,Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,Female,40,>50K
64,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,>50K
53,Private,Some-college,Married-civ-spouse,Craft-repair,Male,40,<=50K
65,Private,Doctorate,Married-civ-spouse,Exec-managerial,Male,40,>50K
64,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Male,40,<=50K
45,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Male,40,<=50K
17,?,10th,Never-married,?,Male,40,<=50K
48,Private,Bachelors,Married-spouse-absent,Sales,Female,70,>50K
26,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Male,80,<=50K
48,Private,Some-college,Divorced,Exec-managerial,Female,40,<=50K
18,Private,Some-college,Never-married,Other-service,Female,15,<=50K
40,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Female,40,>50K
28,Private,Some-college,Married-civ-spouse,Exec-managerial,Male,40,<=50K
41,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Male,72,<=50K
36,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,60,>50K
72,Private,Doctorate,Never-married,Prof-specialty,Male,30,<=50K
20,Private,Some-college,Never-married,Adm-clerical,Male,25,<=50K
46,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,40,>50K
34,Private,Some-college,Never-married,Other-service,Male,40,<=50K
57,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,40,<=50K
43,Federal-gov,Bachelors,Married-civ-spouse,Sales,Male,60,<=50K
57,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,84,>50K
38,Private,Bachelors,Married-civ-spouse,Exec-managerial,Male,40,>50K
57,Private,Some-college,Married-civ-spouse,Craft-repair,Female,40,>50K
35,Private,9th,Married-civ-spouse,Machine-op-inspct,Male,40,<=50K
25,Private,Bachelors,Never-married,Craft-repair,Male,40,<=50K
36,Private,Bachelors,Married-civ-spouse,Sales,Male,45,>50K
35,Private,HS-grad,Never-married,Machine-op-inspct,Female,48,<=50K
27,Private,Some-college,Never-married,Sales,Male,22,<=50K
35,Self-emp-inc,Bachelors,Separated,Prof-specialty,Female,50,<=50K
41,State-gov,HS-grad,Married-civ-spouse,Tech-support,Male,40,<=50K
32,Private,Some-college,Divorced,Adm-clerical,Female,40,<=50K
55,Self-emp-inc,10th,Widowed,Transport-moving,Male,40,<=50K
54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Male,60,>50K
33,Private,HS-grad,Divorced,Exec-managerial,Female,40,<=50K
50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Male,50,>50K
46,Private,Some-college,Married-civ-spouse,Sales,Male,60,>50K
26,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Male,48,<=50K
37,Private,HS-grad,Married-civ-spouse,Craft-repair,Male,45,<=50K
56,Private,Bachelors,Divorced,Prof-specialty,Female,50,<=50K
67,Federal-gov,Bachelors,Widowed,Adm-clerical,Female,40,<=50K
56,?,HS-grad,Married-civ-spouse,?,Male,25,<=50K
41,Private,Some-college,Married-civ-spouse,Exec-managerial,Female,40,>50K
31,Private,Bachelors,Never-married,Exec-managerial,Female,40,<=50K
55,Private,Bachelors,Divorced,Adm-clerical,Female,73,<=50K
51,Self-emp-not-inc,11th,Married-civ-spouse,Farming-fishing,Male,45,>50K
64,?,HS-grad,Married-civ-spouse,?,Male,10,<=50K
23,Private,Some-college,Never-married,Sales,Female,15,<=50K
46,Private,Masters,Married-civ-spouse,Sales,Male,65,>50K
19,?,Some-college,Never-married,?,Female,35,<=50K
43,Private,Some-college,Married-civ-spouse,Transport-moving,Male,60,<=50K
21,?,Some-college,Never-married,?,Male,40,<=50K
20,?,Some-college,Never-married,?,Male,35,<=50K
36,Private,Some-college,Separated,Craft-repair,Male,40,<=50K
34,Private,1st-4th,Never-married,Other-service,Female,40,<=50K
18,Private,11th,Never-married,Sales,Female,10,<=50K
34,Local-gov,Some-college,Never-married,Protective-serv,Male,40,<=50K
28,Private,Some-college,Divorced,Craft-repair,Male,46,<=50K
54,Private,HS-grad,Never-married,Handlers-cleaners,Male,40,<=50K
41,Private,Bachelors,Married-civ-spouse,Sales,Male,70,<=50K
